participant,Trials per task,Task,condition,Trials2correct,trialN,trial_ends,movement_codes,final_card_positions_1,final_card_position_codes_1,row_overall_correct_1,col_overall_correct_1,overall_correct,downTimes,upTimes,move_0,move_0_downTime,move_0_upTime,move_1,move_1_downTime,move_1_upTime,move_2,move_2_downTime,move_2_upTime,move_3,move_3_downTime,move_3_upTime,move_4,move_4_downTime,move_4_upTime,move_5,move_5_downTime,move_5_upTime,move_6,move_6_downTime,move_6_upTime,move_7,move_7_downTime,move_7_upTime,move_8,move_8_downTime,move_8_upTime,move_9,move_9_downTime,move_9_upTime,move_10,move_10_downTime,move_10_upTime,move_11,move_11_downTime,move_11_upTime,move_12,move_12_downTime,move_12_upTime,move_13,move_13_downTime,move_13_upTime,move_14,move_14_downTime,move_14_upTime,move_15,move_15_downTime,move_15_upTime,move_16,move_16_downTime,move_16_upTime,move_17,move_17_downTime,move_17_upTime,move_18,move_18_downTime,move_18_upTime,move_19,move_19_downTime,move_19_upTime,move_20,move_20_downTime,move_20_upTime,move_21,move_21_downTime,move_21_upTime,move_22,move_22_downTime,move_22_upTime,move_23,move_23_downTime,move_23_upTime,move_24,move_24_downTime,move_24_upTime,move_25,move_25_downTime,move_25_upTime,move_26,move_26_downTime,move_26_upTime,move_27,move_27_downTime,move_27_upTime,move_28,move_28_downTime,move_28_upTime,move_29,move_29_downTime,move_29_upTime,move_30,move_30_downTime,move_30_upTime,move_31,move_31_downTime,move_31_upTime,move_32,move_32_downTime,move_32_upTime,move_33,move_33_downTime,move_33_upTime,move_34,move_34_downTime,move_34_upTime,move_35,move_35_downTime,move_35_upTime,move_36,move_36_downTime,move_36_upTime,move_37,move_37_downTime,move_37_upTime,move_38,move_38_downTime,move_38_upTime,move_39,move_39_downTime,move_39_upTime,move_40,move_40_downTime,move_40_upTime,move_41,move_41_downTime,move_41_upTime,move_42,move_42_downTime,move_42_upTime,move_43,move_43_downTime,move_43_upTime,move_44,move_44_downTime,move_44_upTime,move_45,move_45_downTime,move_45_upTime,move_46,move_46_downTime,move_46_upTime,move_47,move_47_downTime,move_47_upTime,move_48,move_48_downTime,move_48_upTime,move_49,move_49_downTime,move_49_upTime,move_50,move_50_downTime,move_50_upTime
86,,1,KQJB,0,0,submit,"['jack_diamonds_cG1', 'jack_hearts_cE2', 'jack_clubs_cD4', 'jack_spades_cC5', 'queen_spades_cC1', 'king_spades_cC2', 'jack_spades_cC4', 'jack_clubs_cD2', 'jack_hearts_cE1', 'king_clubs_cD1', 'queen_hearts_cD4', 'queen_diamonds_cE2', 'king_hearts_cE4', 'jack_diamonds_cOff Grid']","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_c"",""king_spades_c"",null,""jack_spades_c"",null,null,null,null,""king_clubs_c"",""jack_clubs_c"",null,""queen_hearts_c"",null,null,null,null,""jack_hearts_c"",""queen_diamonds_c"",null,""king_hearts_c"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_cC1', 'king_spades_cC2', 'jack_spades_cC4', 'king_clubs_cD1', 'jack_clubs_cD2', 'queen_hearts_cD4', 'jack_hearts_cE1', 'queen_diamonds_cE2', 'king_hearts_cE4']",1,1,0,"[4.306600000000092, 8.835100000000093, 10.568700000000188, 12.319399999999906, 14.38929999999981, 16.548200000000183, 20.09760000000009, 22.395399999999906, 24.06779999999981, 26.646700000000184, 28.180100000000092, 29.659399999999902, 32.3287999999998, 33.992299999999815, 36.381799999999814, 38.24460000000009, 40.5745, 41.968299999999815]","[0.0012999999998157818, 4.404700000000187, 8.924399999999903, 10.694999999999997, 13.264899999999908, 15.685899999999908, 17.636799999999813, 21.431399999999908, 23.182, 24.959399999999906, 27.580499999999997, 29.025799999999816, 31.126499999999997, 33.27560000000008, 34.80889999999991, 37.1698999999999, 39.62420000000019, 41.2263999999999]",jack_diamonds_cG1,4.3066,0.0013,jack_hearts_cE2,8.8351,4.4047,jack_clubs_cD4,10.5687,8.9244,jack_spades_cC5,12.3194,10.695,queen_spades_cC1,14.3893,13.2649,king_spades_cC2,16.5482,15.6859,jack_spades_cC4,20.0976,17.6368,jack_clubs_cD2,22.3954,21.4314,jack_hearts_cE1,24.0678,23.182,king_clubs_cD1,26.6467,24.9594,queen_hearts_cD4,28.1801,27.5805,queen_diamonds_cE2,29.6594,29.0258,king_hearts_cE4,32.3288,31.1265,jack_diamonds_cOff Grid,33.9923,33.2756, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
86,2,1,KQJB,2,1,submit,"['king_clubs_cOff Grid', 'queen_spades_cB1', 'king_clubs_cB2', 'jack_spades_cB3', 'jack_spades_cB3', 'king_spades_cC3', 'king_spades_cOff Grid', 'king_spades_cOff Grid', 'jack_spades_cB6', 'jack_clubs_cC2', 'queen_hearts_cD2', 'king_hearts_cD1', 'jack_hearts_cD4', 'king_diamonds_cOff Grid', 'queen_diamonds_cC4', 'king_spades_cC6', 'jack_diamonds_cE1', 'queen_clubs_cE6']","[null,null,null,null,null,null,null,null,""queen_spades_c"",""king_clubs_c"",null,null,null,""jack_spades_c"",null,null,null,""jack_clubs_c"",null,""queen_diamonds_c"",null,""king_spades_c"",null,null,""king_hearts_c"",""queen_hearts_c"",null,""jack_hearts_c"",null,null,null,null,""jack_diamonds_c"",null,null,""king_diamonds_c"",null,""queen_clubs_c"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_cB1', 'king_clubs_cB2', 'jack_spades_cB6', 'jack_clubs_cC2', 'queen_diamonds_cC4', 'king_spades_cC6', 'king_hearts_cD1', 'queen_hearts_cD2', 'jack_hearts_cD4', 'jack_diamonds_cE1', 'king_diamonds_cE4', 'queen_clubs_cE6']",1,1,1,"[1.4727999999998076, 11.685599999999624, 12.471599999999626, 13.335299999999819, 15.103099999999628, 17.0535, 18.896, 20.36509999999963, 25.261899999999912, 30.92839999999991, 32.25509999999963, 34.1435, 35.85459999999962, 38.467699999999724, 41.706, 44.131, 46.35009999999963, 49.4975, 53.117899999999906, 56.02709999999965, 57.46019999999973]","[1.5408999999999082, 11.786399999999901, 12.539500000000004, 14.203999999999994, 16.07059999999963, 17.98439999999991, 19.437599999999634, 21.311799999999806, 28.448399999999907, 31.522199999999714, 32.93779999999981, 34.89329999999981, 37.47329999999981, 40.61839999999991, 42.9888999999999, 45.28359999999962, 47.40329999999982, 50.70489999999991, 55.178399999999925, 56.74139999999991]",king_clubs_cOff Grid,1.4728,1.5409,queen_spades_cB1,11.6856,11.7864,king_clubs_cB2,12.4716,12.5395,jack_spades_cB3,13.3353,14.204,jack_spades_cB3,15.1031,16.0706,king_spades_cC3,17.0535,17.9844,king_spades_cOff Grid,18.896,19.4376,king_spades_cOff Grid,20.3651,21.3118,jack_spades_cB6,25.2619,28.4484,jack_clubs_cC2,30.9284,31.5222,queen_hearts_cD2,32.2551,32.9378,king_hearts_cD1,34.1435,34.8933,jack_hearts_cD4,35.8546,37.4733,king_diamonds_cOff Grid,38.4677,40.6184,queen_diamonds_cC4,41.706,42.9889,king_spades_cC6,44.131,45.2836,jack_diamonds_cE1,46.3501,47.4033,queen_clubs_cE6,49.4975,50.7049, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,,1,KQ,0,0,submit,"['queen_diamonds_aC2', 'king_clubs_aD4', 'king_hearts_aOff Grid', 'queen_clubs_aB4', 'king_diamonds_aE5', 'queen_spades_aG7', 'king_hearts_aF3']","[null,null,null,null,null,null,null,null,null,null,null,""queen_clubs_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""king_clubs_a"",null,null,null,null,null,null,null,null,""king_diamonds_a"",null,null,null,null,null,""king_hearts_a"",null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_a"",null,null,null,null,null,null,null,null]","['queen_clubs_aB4', 'king_clubs_aD4', 'king_diamonds_aE5', 'king_hearts_aF3', 'queen_spades_aG8']",0,0,0,"[2.389834999999948, 5.961820000000003, 13.140120000000024, 18.952659999999923, 25.488420000000133, 39.87959000000002, 45.2957550000001, 65.46624500000007]","[0.007184999999935826, 4.3047999999998865, 8.064390000000003, 15.161869999999908, 21.716440000000148, 28.74356500000023, 43.63561500000014, 46.51767999999993]",queen_diamonds_aC2,2.389835,0.007185,king_clubs_aD4,5.96182,4.3048,king_hearts_aOff Grid,13.14012,8.06439,queen_clubs_aB4,18.95266,15.16187,king_diamonds_aE5,25.48842,21.71644,queen_spades_aG7,39.87959,28.743565,king_hearts_aF3,45.295755,43.635615, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,,1,KQ,0,1,submit,"['queen_diamonds_aB3', 'king_clubs_aC4', 'queen_clubs_aE5', 'king_hearts_aOff Grid', 'king_diamonds_aA1', 'queen_spades_aG2']","[""king_diamonds_a"",null,null,null,null,null,null,null,null,null,""queen_diamonds_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""king_clubs_a"",null,null,null,null,null,null,null,null,""queen_clubs_a"",null,null,null,null,null,null,null,null,null,null,""king_hearts_a"",null,null,null,null,null,null,null,null,null,""queen_spades_a"",null,null,null,null,null,null]","['king_diamonds_aA1', 'queen_diamonds_aB3', 'king_clubs_aD4', 'queen_clubs_aE5', 'king_hearts_aF8', 'queen_spades_aH2']",0,0,0,"[2.828924999999799, 7.894974999999704, 10.72636999999986, 14.827174999999897, 18.76075499999979, 27.259224999999788, 35.48822500000006]","[3.682814999999664, 9.365080000000034, 12.609915, 16.764874999999847, 22.181174999999712, 33.611039999999775]",queen_diamonds_aB3,2.828925,3.682815,king_clubs_aC4,7.894975,9.36508,queen_clubs_aE5,10.72637,12.609915,king_hearts_aOff Grid,14.827175,16.764875,king_diamonds_aA1,18.760755,22.181175,queen_spades_aG2,27.259225,33.61104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,,1,KQ,0,2,submit,"['king_clubs_aA2', 'queen_diamonds_aA4', 'king_hearts_aA5', 'queen_clubs_aA7', 'king_hearts_aA5', 'king_diamonds_aG7', 'queen_spades_aG2']","[null,""king_clubs_a"",null,""queen_diamonds_a"",null,null,null,""queen_clubs_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_a"",null,null,null,null,null,""king_diamonds_a"",null,null,null,null,null,null,null,null]","['king_clubs_aA2', 'queen_diamonds_aA4', 'queen_clubs_aA8', 'queen_spades_aG2', 'king_diamonds_aG8']",0,0,0,"[2.171049999999923, 5.370359999999891, 11.836374999999862, 14.67131500000005, 26.488330000000133, 29.71540499999992, 35.68067999999994, 38.134610000000066]","[3.7083999999999833, 9.67718499999998, 12.951814999999868, 16.20609000000013, 27.436355000000276, 34.11530500000026, 37.0307200000002]",king_clubs_aA2,2.17105,3.7084,queen_diamonds_aA4,5.37036,9.677185,king_hearts_aA5,11.836375,12.951815,queen_clubs_aA7,14.671315,16.20609,king_hearts_aA5,26.48833,27.436355,king_diamonds_aG7,29.715405,34.115305,queen_spades_aG2,35.68068,37.03072, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,,1,KQ,0,3,submit,"['queen_diamonds_aOff Grid', 'queen_diamonds_aA2', 'queen_clubs_aA4', 'queen_spades_aA5', 'king_clubs_aB2', 'king_hearts_aC4', 'king_hearts_aB4', 'king_diamonds_aB5']","[null,""queen_diamonds_a"",null,""queen_clubs_a"",""queen_spades_a"",null,null,null,null,""king_clubs_a"",null,""king_hearts_a"",""king_diamonds_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_diamonds_aA2', 'queen_clubs_aA4', 'queen_spades_aA5', 'king_clubs_aB2', 'king_hearts_aB4', 'king_diamonds_aB5']",0,1,0,"[1.7410799999997835, 3.1230749999999716, 5.674395000000004, 8.343139999999948, 12.173255000000154, 14.66140499999986, 16.738870000000134, 18.92839499999988, 21.570439999999962]","[1.8749849999999242, 4.018094999999903, 6.651084999999966, 9.53997500000014, 13.180234999999811, 15.47631999999976, 17.685539999999946, 19.826829999999973]",queen_diamonds_aOff Grid,1.74108,1.874985,queen_diamonds_aA2,3.123075,4.018095,queen_clubs_aA4,5.674395,6.651085,queen_spades_aA5,8.34314,9.539975,king_clubs_aB2,12.173255,13.180235,king_hearts_aC4,14.661405,15.47632,king_hearts_aB4,16.73887,17.68554,king_diamonds_aB5,18.928395,19.82683, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,,1,KQ,0,4,reset,[],"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",[],1,1,0,"[3.3115549999997995, 20.93605499999967]",[3.394280000000009], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,,1,KQ,0,5,submit,"['queen_diamonds_aA2', 'king_clubs_aA4', 'king_hearts_aB2', 'queen_clubs_aB4', 'queen_spades_aB5', 'queen_spades_aB5', 'queen_spades_aA6', 'queen_spades_aF6', 'king_diamonds_aD6', 'queen_spades_aD7']","[null,""queen_diamonds_a"",null,""king_clubs_a"",null,null,null,null,null,""king_hearts_a"",null,""queen_clubs_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""king_diamonds_a"",null,""queen_spades_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_diamonds_aA2', 'king_clubs_aA4', 'king_hearts_aB2', 'queen_clubs_aB4', 'king_diamonds_aD6', 'queen_spades_aD8']",1,0,0,"[1.4550650000001042, 4.310584999999719, 7.05515500000007, 9.590409999999792, 13.005659999999807, 17.271144999999706, 17.992165000000114, 34.95132999999987, 44.754324999999824, 48.32071999999971, 51.26479999999992]","[0.0023499999997511622, 2.790064999999686, 5.233914999999797, 8.03785999999991, 10.573554999999942, 15.889464999999745, 17.271870000000035, 19.042624999999987, 42.250125000000025, 46.872389999999996, 49.54341999999991]",queen_diamonds_aA2,1.455065,0.00235,king_clubs_aA4,4.310585,2.790065,king_hearts_aB2,7.055155,5.233915,queen_clubs_aB4,9.59041,8.03786,queen_spades_aB5,13.00566,10.573555,queen_spades_aB5,17.271145,15.889465,queen_spades_aA6,17.992165,17.27187,queen_spades_aF6,34.95133,19.042625,king_diamonds_aD6,44.754325,42.250125,queen_spades_aD7,48.32072,46.87239, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,7,1,KQ,0,6,submit,"['queen_diamonds_aOff Grid', 'queen_diamonds_aA1', 'queen_clubs_aB4', 'queen_spades_aOff Grid', 'king_clubs_aA2', 'king_clubs_aA4', 'king_hearts_aD5', 'king_diamonds_aE1']","[""queen_diamonds_a"",null,null,""king_clubs_a"",null,null,null,null,null,null,null,""queen_clubs_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""king_hearts_a"",""queen_spades_a"",null,null,""king_diamonds_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_diamonds_aA1', 'king_clubs_aA4', 'queen_clubs_aB4', 'king_hearts_aD5', 'queen_spades_aD6', 'king_diamonds_aE1']",0,0,0,"[1.316820000000007, 7.3848400000001675, 8.981714999999895, 11.522460000000137, 16.232100000000173, 21.53654000000006, 26.297649999999976, 34.028350000000046, 42.510789999999815]","[2.104330000000118, 7.938415000000077, 9.966899999999896, 14.455454999999859, 18.012789999999768, 23.913755000000037, 31.91145000000006, 38.54567499999985, 46.95935499999996]",queen_diamonds_aOff Grid,1.31682,2.10433,queen_diamonds_aA1,7.38484,7.938415,queen_clubs_aB4,8.981715,9.9669,queen_spades_aOff Grid,11.52246,14.455455,king_clubs_aA2,16.2321,18.01279,king_clubs_aA4,21.53654,23.913755,king_hearts_aD5,26.29765,31.91145,king_diamonds_aE1,34.02835,38.545675, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,,1,KQB,0,0,submit,"['queen_spades_bA1', 'queen_spades_bA1', 'queen_spades_bA1', 'queen_spades_bA1', 'king_hearts_bA2', 'queen_spades_bD4', 'king_hearts_bE5', 'queen_spades_bD4', 'king_hearts_bD5', 'king_hearts_bD5', 'king_hearts_bD5', 'king_hearts_bD5']","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_b"",""king_hearts_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_bD4', 'king_hearts_bD5']",1,0,0,"[4.560000000000002, 8.007999999999996, 8.918999999999997, 10.104, 22.066999999999993, 57.870999999999995, 59.43499999999999, 61.02499999999999, 61.71900000000001, 82.57699999999998, 91.784, 96.687, 142.61599999999999]","[0.001999999999995339, 5.268000000000001, 8.616, 9.560000000000002, 10.373999999999995, 24.342, 58.736000000000004, 60.086, 61.269999999999996, 62.034000000000006, 86.919, 92.68399999999998, 123.354]",queen_spades_bA1,4.56,0.002,queen_spades_bA1,8.008,5.268,queen_spades_bA1,8.919,8.616,queen_spades_bA1,10.104,9.56,king_hearts_bA2,22.067,10.374,queen_spades_bD4,57.871,24.342,king_hearts_bE5,59.435,58.736,queen_spades_bD4,61.025,60.086,king_hearts_bD5,61.719,61.27,king_hearts_bD5,82.577,62.034,king_hearts_bD5,91.784,86.919,king_hearts_bD5,96.687,92.684, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,,1,KQB,0,1,submit,"['queen_spades_bD4', 'king_clubs_bD5', 'king_clubs_bD5', 'king_hearts_bE4', 'queen_clubs_bOff Grid']","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_b"",""king_clubs_b"",null,null,null,null,null,null,""king_hearts_b"",""queen_clubs_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_bD4', 'king_clubs_bD5', 'king_hearts_bE4', 'queen_clubs_bE5']",1,1,0,"[1.7659999999999911, 4.552999999999997, 5.371000000000009, 8.042000000000002, 9.986999999999995, 32.79399999999998]","[3.350999999999999, 5.353000000000009, 5.409999999999997, 9.322000000000003, 10.826999999999998]",queen_spades_bD4,1.766,3.351,king_clubs_bD5,4.553,5.353,king_clubs_bD5,5.371,5.41,king_hearts_bE4,8.042,9.322,queen_clubs_bOff Grid,9.987,10.827, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,,1,KQB,0,2,submit,"['queen_spades_bD4', 'king_clubs_bE4', 'king_hearts_bD5', 'queen_clubs_bE5', 'queen_clubs_bE5', 'queen_clubs_bE5', 'queen_clubs_bE5']","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_b"",""king_hearts_b"",null,null,null,null,null,null,""king_clubs_b"",""queen_clubs_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_bD4', 'king_hearts_bD5', 'king_clubs_bE4', 'queen_clubs_bE5']",1,1,0,"[1.8009999999999877, 3.487000000000023, 8.718999999999994, 10.103000000000009, 30.182999999999993, 38.99200000000002, 39.834, 42.26600000000002]","[2.4710000000000036, 7.343000000000018, 9.375, 10.855999999999995, 30.286, 39.093999999999994, 39.918000000000006]",queen_spades_bD4,1.801,2.471,king_clubs_bE4,3.487,7.343,king_hearts_bD5,8.719,9.375,queen_clubs_bE5,10.103,10.856,queen_clubs_bE5,30.183,30.286,queen_clubs_bE5,38.992,39.094,queen_clubs_bE5,39.834,39.918, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,,1,KQB,0,3,reset,[],"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",[],1,1,0,[0.40800000000001546],[0.0020000000000095497], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,,1,KQB,0,4,submit,"['queen_spades_bA1', 'king_hearts_bA2', 'queen_clubs_bG7', 'king_clubs_bG7', 'queen_diamonds_bD4', 'king_diamonds_bD4', 'queen_diamonds_bE4', 'queen_diamonds_bE4', 'queen_diamonds_bE4']","[""queen_spades_b"",""king_hearts_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""blank_b"",""king_diamonds_b"",null,null,null,null,null,null,""queen_diamonds_b"",""blank3_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""king_clubs_b"",""queen_clubs_b""]","['queen_spades_bA1', 'king_hearts_bA2', 'blank_bD4', 'king_diamonds_bD5', 'queen_diamonds_bE4', 'blank3_bE5', 'king_clubs_bH7', 'queen_clubs_bH8']",0,0,0,"[1.6380000000000337, 3.2690000000000055, 5.8940000000000055, 7.665999999999997, 17.718000000000018, 20.001000000000033, 25.319000000000017, 31.035000000000025, 32.420000000000016, 36.74200000000002]","[2.3570000000000277, 4.125, 6.966000000000008, 8.293000000000006, 19.37299999999999, 20.634000000000015, 25.54000000000002, 31.766999999999996, 32.94999999999999]",queen_spades_bA1,1.638,2.357,king_hearts_bA2,3.269,4.125,queen_clubs_bG7,5.894,6.966,king_clubs_bG7,7.666,8.293,queen_diamonds_bD4,17.718,19.373,king_diamonds_bD4,20.001,20.634,queen_diamonds_bE4,25.319,25.54,queen_diamonds_bE4,31.035,31.767,queen_diamonds_bE4,32.42,32.95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,6,1,KQB,0,5,submit,"['queen_spades_bOff Grid', 'queen_spades_bD3', 'queen_clubs_bE6', 'queen_diamonds_bB5', 'king_diamonds_bD4', 'king_clubs_bOff Grid']","[null,null,null,null,null,null,null,null,null,null,null,null,""queen_diamonds_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_b"",""king_diamonds_b"",null,null,null,null,null,null,null,null,null,""queen_clubs_b"",""king_clubs_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_diamonds_bB5', 'queen_spades_bD3', 'king_diamonds_bD4', 'queen_clubs_bE6', 'king_clubs_bE7']",0,0,0,"[14.238, 15.603000000000009, 17.25400000000002, 20.54200000000003, 27.34200000000004, 29.00600000000003]","[15.006000000000029, 15.935000000000002, 19.468999999999994, 23.079000000000008, 28.021000000000015, 31.045000000000016]",queen_spades_bOff Grid,14.238,15.006,queen_spades_bD3,15.603,15.935,queen_clubs_bE6,17.254,19.469,queen_diamonds_bB5,20.542,23.079,king_diamonds_bD4,27.342,28.021,king_clubs_bOff Grid,29.006,31.045, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
