participant,Trials per task,Task,condition,Trials2correct,trialN,trial_ends,movement_codes,final_card_positions_1,final_card_position_codes_1,row_overall_correct_1,col_overall_correct_1,overall_correct,downTimes,upTimes,move_0,move_0_downTime,move_0_upTime,move_1,move_1_downTime,move_1_upTime,move_2,move_2_downTime,move_2_upTime,move_3,move_3_downTime,move_3_upTime,move_4,move_4_downTime,move_4_upTime,move_5,move_5_downTime,move_5_upTime,move_6,move_6_downTime,move_6_upTime,move_7,move_7_downTime,move_7_upTime,move_8,move_8_downTime,move_8_upTime,move_9,move_9_downTime,move_9_upTime,move_10,move_10_downTime,move_10_upTime,move_11,move_11_downTime,move_11_upTime,move_12,move_12_downTime,move_12_upTime,move_13,move_13_downTime,move_13_upTime,move_14,move_14_downTime,move_14_upTime,move_15,move_15_downTime,move_15_upTime,move_16,move_16_downTime,move_16_upTime,move_17,move_17_downTime,move_17_upTime,move_18,move_18_downTime,move_18_upTime,move_19,move_19_downTime,move_19_upTime,move_20,move_20_downTime,move_20_upTime,move_21,move_21_downTime,move_21_upTime,move_22,move_22_downTime,move_22_upTime,move_23,move_23_downTime,move_23_upTime,move_24,move_24_downTime,move_24_upTime,move_25,move_25_downTime,move_25_upTime,move_26,move_26_downTime,move_26_upTime,move_27,move_27_downTime,move_27_upTime,move_28,move_28_downTime,move_28_upTime,move_29,move_29_downTime,move_29_upTime,move_30,move_30_downTime,move_30_upTime,move_31,move_31_downTime,move_31_upTime,move_32,move_32_downTime,move_32_upTime,move_33,move_33_downTime,move_33_upTime,move_34,move_34_downTime,move_34_upTime,move_35,move_35_downTime,move_35_upTime,move_36,move_36_downTime,move_36_upTime,move_37,move_37_downTime,move_37_upTime,move_38,move_38_downTime,move_38_upTime,move_39,move_39_downTime,move_39_upTime,move_40,move_40_downTime,move_40_upTime,move_41,move_41_downTime,move_41_upTime,move_42,move_42_downTime,move_42_upTime,move_43,move_43_downTime,move_43_upTime,move_44,move_44_downTime,move_44_upTime,move_45,move_45_downTime,move_45_upTime,move_46,move_46_downTime,move_46_upTime,move_47,move_47_downTime,move_47_upTime,move_48,move_48_downTime,move_48_upTime,move_49,move_49_downTime,move_49_upTime,move_50,move_50_downTime,move_50_upTime
204,,1,KQB,0,5,submit,"['queen_spades_bOff Grid', 'queen_clubs_bA1', 'king_diamonds_bA2', 'queen_spades_bB3', 'king_hearts_bB4', 'queen_diamonds_bC5', 'king_clubs_bD5']","[""queen_clubs_b"",""king_diamonds_b"",null,null,null,null,null,null,null,null,""queen_spades_b"",""king_hearts_b"",null,null,null,null,null,null,null,null,""queen_diamonds_b"",null,null,null,null,null,null,null,""king_clubs_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_clubs_bA1', 'king_diamonds_bA2', 'queen_spades_bB3', 'king_hearts_bB4', 'queen_diamonds_bC5', 'king_clubs_bD5']",0,0,0,"[18.673999999999978, 20.023099999904616, 22.53819999992845, 24.719099999904643, 27.06839999997618, 29.53209999990463, 32.081399999976156, 34.94579999995233]","[0.1561999999284467, 18.87289999997614, 21.12149999999997, 23.437000000000012, 25.885699999928477, 28.133599999904618, 30.61500000000001, 33.329999999999984]",queen_spades_bOff Grid,18.674,0.1562,queen_clubs_bA1,20.0231,18.8729,king_diamonds_bA2,22.5382,21.1215,queen_spades_bB3,24.7191,23.437,king_hearts_bB4,27.0684,25.8857,queen_diamonds_bC5,29.5321,28.1336,king_clubs_bD5,32.0814,30.615, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
204,,1,KQB,0,6,reset,[],"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",[],1,1,0,"[3.3646999999285185, 16.057100000023866]",[3.518399999976168], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
204,8,1,KQB,0,7,submit,['queen_spades_bA1'],"[""queen_spades_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",['queen_spades_bA1'],0,0,0,"[3.4003000000715247, 5.570100000023842]",[4.649999999999977],queen_spades_bA1,3.4003,4.65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
205,,1,KQ,0,0,submit,"['queen_spades_aE3', 'queen_diamonds_aOff Grid', 'queen_diamonds_aOff Grid', 'queen_diamonds_aOff Grid', 'queen_diamonds_aA1', 'queen_clubs_aB2', 'queen_spades_aC3', 'king_clubs_aE4', 'king_hearts_aF5', 'king_diamonds_aG6', 'queen_spades_aD7', 'king_clubs_aE3', 'king_diamonds_aOff Grid', 'king_diamonds_aOff Grid', 'king_diamonds_aOff Grid']","[""queen_diamonds_a"",null,null,null,null,null,null,null,null,""queen_clubs_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_a"",null,null,null,""king_clubs_a"",null,null,null,null,null,null,null,null,null,""king_hearts_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""king_diamonds_a""]","['queen_diamonds_aA1', 'queen_clubs_aB2', 'queen_spades_aD7', 'king_clubs_aE3', 'king_hearts_aF5', 'king_diamonds_aH8']",0,0,0,"[1.837799999952317, 28.524299999952312, 31.375099999904627, 52.056200000047674, 53.255599999904625, 56.75970000004768, 58.300000000000004, 59.577899999856946, 66.46770000004767, 68.5555, 105.27609999990463, 107.76189999985695, 112.78789999985693, 117.55599999999998, 138.22070000004769, 138.70139999985693]","[0.0982999999523102, 27.48979999995231, 30.60609999990463, 31.50970000004768, 52.238499999999995, 56.11489999985695, 57.82679999995231, 58.84359999990463, 65.66720000004767, 67.6512999999523, 77.89339999985694, 107.1317999999523, 109.195, 114.10129999995232, 117.69020000004767, 138.3072000000477]",queen_spades_aE3,1.8378,0.0983,queen_diamonds_aOff Grid,28.5243,27.4898,queen_diamonds_aOff Grid,31.3751,30.6061,queen_diamonds_aOff Grid,52.0562,31.5097,queen_diamonds_aA1,53.2556,52.2385,queen_clubs_aB2,56.7597,56.1149,queen_spades_aC3,58.3,57.8268,king_clubs_aE4,59.5779,58.8436,king_hearts_aF5,66.4677,65.6672,king_diamonds_aG6,68.5555,67.6513,queen_spades_aD7,105.2761,77.8934,king_clubs_aE3,107.7619,107.1318,king_diamonds_aOff Grid,112.7879,109.195,king_diamonds_aOff Grid,117.556,114.1013,king_diamonds_aOff Grid,138.2207,117.6902, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
205,,1,KQ,0,1,reset,[],"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",[],1,1,0,[0.04550000000000409],[], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
205,,1,KQ,0,2,submit,"['queen_spades_aA1', 'queen_clubs_aB2', 'queen_diamonds_aD3', 'king_clubs_aE4', 'king_hearts_aF5', 'king_diamonds_aOff Grid']","[""queen_spades_a"",null,null,null,null,null,null,null,null,""queen_clubs_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_diamonds_a"",null,null,null,null,null,null,null,null,""king_clubs_a"",null,null,null,null,null,null,null,null,""king_hearts_a"",null,null,null,null,null,null,null,null,""king_diamonds_a"",null,null,null,null,null,null,null,null,null,null]","['queen_spades_aA1', 'queen_clubs_aB2', 'queen_diamonds_aD3', 'king_clubs_aE4', 'king_hearts_aF5', 'king_diamonds_aG6']",0,0,0,"[2.3113000001907267, 6.787300000190726, 9.138200000047675, 11.18780000019072, 13.206400000095357, 15.345200000047669, 18.293900000095363]","[5.833700000047685, 8.518499999999989, 10.403900000095376, 12.279400000095364, 14.543300000190726, 16.623900000095375]",queen_spades_aA1,2.3113,5.8337,queen_clubs_aB2,6.7873,8.5185,queen_diamonds_aD3,9.1382,10.4039,king_clubs_aE4,11.1878,12.2794,king_hearts_aF5,13.2064,14.5433,king_diamonds_aOff Grid,15.3452,16.6239, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
205,,1,KQ,0,3,reset,[],"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",[],1,1,0,"[1.0172999999523142, 13.175899999856938, 14.91520000004769, 15.49389999985695]","[1.138200000047675, 13.313899999856943, 15.045599999904624]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
205,5,1,KQ,5,4,submit,"['queen_spades_aA1', 'king_diamonds_aA2', 'king_clubs_aB1', 'queen_diamonds_aB2', 'queen_clubs_aD3', 'king_hearts_aE3', 'queen_clubs_aD3', 'queen_clubs_aOff Grid', 'queen_diamonds_aD2', 'king_diamonds_aB2', 'king_hearts_aC3', 'queen_clubs_aB4', 'queen_diamonds_aC4', 'king_diamonds_aA5', 'king_clubs_aB2', 'king_diamonds_aOff Grid', 'queen_clubs_aB5', 'queen_diamonds_aOff Grid', 'queen_diamonds_aD2', 'king_diamonds_aOff Grid', 'king_hearts_aE1', 'queen_diamonds_aE2']","[""queen_spades_a"",null,null,null,""king_diamonds_a"",null,null,null,null,""king_clubs_a"",null,null,""queen_clubs_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""king_hearts_a"",""queen_diamonds_a"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_aA1', 'king_diamonds_aA5', 'king_clubs_aB2', 'queen_clubs_aB5', 'king_hearts_aE1', 'queen_diamonds_aE2']",1,1,1,"[1.097799999952315, 4.192599999904644, 6.2422000000476885, 8.380599999904632, 12.580200000047682, 15.667799999952308, 33.400000000000006, 36.44400000000002, 37.7827000000477, 39.65379999995233, 42.61809999990464, 43.50309999990469, 44.92279999995236, 47.32170000004771, 49.833099999904675, 51.97559999990466, 53.38409999990466, 56.95320000004773, 67.30450000000002, 71.43840000009538, 78.14529999995233, 86.08709999990464, 90.03409999990464]","[0.040400000095360156, 2.790799999952327, 5.641400000095359, 7.6937000000476985, 11.744900000095384, 14.96570000004769, 29.210900000095364, 35.946299999952316, 37.21799999999999, 38.51809999990465, 40.63309999990463, 43.08679999995235, 44.45450000000005, 46.80229999995237, 48.66320000004771, 50.990799999952344, 52.92750000000001, 54.89529999995233, 61.51929999995235, 68.82300000000004, 72.97029999995237, 85.48270000004771, 88.66970000004773]",queen_spades_aA1,1.0978,0.0404,king_diamonds_aA2,4.1926,2.7908,king_clubs_aB1,6.2422,5.6414,queen_diamonds_aB2,8.3806,7.6937,queen_clubs_aD3,12.5802,11.7449,king_hearts_aE3,15.6678,14.9657,queen_clubs_aD3,33.4,29.2109,queen_clubs_aOff Grid,36.444,35.9463,queen_diamonds_aD2,37.7827,37.218,king_diamonds_aB2,39.6538,38.5181,king_hearts_aC3,42.6181,40.6331,queen_clubs_aB4,43.5031,43.0868,queen_diamonds_aC4,44.9228,44.4545,king_diamonds_aA5,47.3217,46.8023,king_clubs_aB2,49.8331,48.6632,king_diamonds_aOff Grid,51.9756,50.9908,queen_clubs_aB5,53.3841,52.9275,queen_diamonds_aOff Grid,56.9532,54.8953,queen_diamonds_aD2,67.3045,61.5193,king_diamonds_aOff Grid,71.4384,68.823,king_hearts_aE1,78.1453,72.9703,queen_diamonds_aE2,86.0871,85.4827, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
206,,1,KQJB,0,0,submit,"['queen_diamonds_cOff Grid', 'queen_diamonds_cA1', 'king_clubs_cA2', 'jack_spades_cA3', 'queen_clubs_cB4', 'king_hearts_cB5', 'jack_clubs_cB6', 'queen_spades_cC7', 'king_diamonds_cOff Grid', 'jack_hearts_cOff Grid', 'queen_hearts_cF8', 'king_spades_cOff Grid', 'jack_diamonds_cOff Grid']","[""queen_diamonds_c"",""king_clubs_c"",""jack_spades_c"",null,null,null,null,null,null,null,null,""queen_clubs_c"",""king_hearts_c"",""jack_clubs_c"",null,null,null,null,null,null,null,null,""queen_spades_c"",null,null,null,null,null,null,null,""king_diamonds_c"",null,null,null,null,null,null,null,""jack_hearts_c"",null,null,null,null,null,null,null,null,""queen_hearts_c"",null,null,null,null,null,null,null,""king_spades_c"",null,null,null,null,null,null,null,""jack_diamonds_c""]","['queen_diamonds_cA1', 'king_clubs_cA2', 'jack_spades_cA3', 'queen_clubs_cB4', 'king_hearts_cB5', 'jack_clubs_cB6', 'queen_spades_cC7', 'king_diamonds_cD7', 'jack_hearts_cE7', 'queen_hearts_cF8', 'king_spades_cG8', 'jack_diamonds_cH8']",0,0,0,"[4.579999999999998, 26.602200000000188, 27.934299999999816, 28.580200000000183, 30.058799999999813, 33.851700000000186, 35.98559999999963, 39.81589999999944, 42.903899999999446, 45.45429999999981, 48.19079999999982, 53.17009999999963, 55.57159999999963, 58.318099999999625, 60.57570000000019, 62.81820000000018, 65.64620000000019]","[0.0045999999996269025, 4.767399999999441, 26.748899999999438, 28.031399999999444, 28.681999999999995, 31.978399999999446, 34.778, 37.71189999999944, 41.728, 44.05389999999944, 46.81179999999981, 51.613700000000186, 54.23379999999981, 57.22820000000018, 59.702099999999625, 61.73059999999963, 64.36159999999964]",queen_diamonds_cOff Grid,4.58,0.0046,queen_diamonds_cA1,26.6022,4.7674,king_clubs_cA2,27.9343,26.7489,jack_spades_cA3,28.5802,28.0314,queen_clubs_cB4,30.0588,28.682,king_hearts_cB5,33.8517,31.9784,jack_clubs_cB6,35.9856,34.778,queen_spades_cC7,39.8159,37.7119,king_diamonds_cOff Grid,42.9039,41.728,jack_hearts_cOff Grid,45.4543,44.0539,queen_hearts_cF8,48.1908,46.8118,king_spades_cOff Grid,53.1701,51.6137,jack_diamonds_cOff Grid,55.5716,54.2338, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
206,,1,KQJB,0,1,submit,"['queen_spades_cA1', 'king_diamonds_cA2', 'jack_diamonds_cA3', 'queen_clubs_cB5', 'king_hearts_cB5', 'jack_hearts_cOff Grid', 'jack_hearts_cOff Grid', 'king_clubs_cC5', 'jack_clubs_cD5', 'jack_clubs_cD5', 'queen_diamonds_cOff Grid', 'king_spades_cOff Grid', 'jack_spades_cG8', 'queen_hearts_cC4', 'queen_hearts_cC4', 'queen_hearts_cOff Grid']","[""queen_spades_c"",""king_diamonds_c"",""jack_diamonds_c"",""blank_c"",null,null,null,null,null,null,null,null,""queen_clubs_c"",""king_hearts_c"",""jack_hearts_c"",""blank4_c"",null,null,null,null,""king_clubs_c"",null,null,null,null,null,null,null,""jack_clubs_c"",null,null,null,null,null,null,null,""blank3_c"",null,null,null,null,null,null,null,null,null,null,""queen_diamonds_c"",null,null,null,null,null,null,null,""king_spades_c"",null,null,null,null,null,null,null,""jack_spades_c""]","['queen_spades_cA1', 'king_diamonds_cA2', 'jack_diamonds_cA3', 'blank_cA4', 'queen_clubs_cB5', 'king_hearts_cB6', 'jack_hearts_cB7', 'blank4_cB8', 'king_clubs_cC5', 'jack_clubs_cD5', 'blank3_cE5', 'queen_diamonds_cF8', 'king_spades_cG8', 'jack_spades_cH8']",0,0,0,"[2.05579999999982, 22.808999999999997, 24.609899999999442, 25.622599999999636, 30.489599999999626, 32.199899999999445, 34.177099999999626, 38.141999999999996, 42.08669999999927, 44.30500000000001, 47.04109999999963, 50.457599999999644, 53.247000000000014, 56.24519999999927, 60.10400000000001, 63.02519999999927, 66.11569999999926, 69.33939999999944, 75.02729999999983, 77.625, 89.75679999999983]","[2.141699999999261, 22.95889999999946, 24.708500000000015, 29.524899999999434, 31.407399999999456, 33.11439999999945, 35.53329999999983, 40.53309999999962, 43.19169999999926, 45.67609999999962, 49.17089999999945, 52.170199999999255, 55.047, 58.40389999999945, 62.27200000000002, 65.00669999999926, 67.59069999999926, 74.00759999999963, 76.49129999999982, 79.51639999999944]",queen_spades_cA1,2.0558,2.1417,king_diamonds_cA2,22.809,22.9589,jack_diamonds_cA3,24.6099,24.7085,queen_clubs_cB5,25.6226,29.5249,king_hearts_cB5,30.4896,31.4074,jack_hearts_cOff Grid,32.1999,33.1144,jack_hearts_cOff Grid,34.1771,35.5333,king_clubs_cC5,38.142,40.5331,jack_clubs_cD5,42.0867,43.1917,jack_clubs_cD5,44.305,45.6761,queen_diamonds_cOff Grid,47.0411,49.1709,king_spades_cOff Grid,50.4576,52.1702,jack_spades_cG8,53.247,55.047,queen_hearts_cC4,56.2452,58.4039,queen_hearts_cC4,60.104,62.272,queen_hearts_cOff Grid,63.0252,65.0067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
206,,1,KQJB,0,2,submit,"['queen_spades_cA1', 'king_diamonds_cA2', 'jack_diamonds_cA3', 'jack_diamonds_cA3', 'king_spades_cB1', 'jack_spades_cC1', 'jack_spades_cC1', 'queen_hearts_cD5', 'king_hearts_cD6', 'jack_hearts_cD7', 'king_clubs_cE5', 'jack_clubs_cF5', 'jack_clubs_cF5', 'jack_clubs_cF5', 'queen_clubs_cOff Grid']","[""queen_spades_c"",""king_diamonds_c"",""jack_diamonds_c"",""blank4_c"",null,null,null,null,""king_spades_c"",null,null,null,null,null,null,null,""jack_spades_c"",null,null,null,null,null,null,null,""blank3_c"",null,null,null,""queen_hearts_c"",""king_hearts_c"",""jack_hearts_c"",null,null,null,null,null,""king_clubs_c"",null,null,null,null,null,null,null,""jack_clubs_c"",null,null,null,null,null,null,null,""blank2_c"",null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_cA1', 'king_diamonds_cA2', 'jack_diamonds_cA3', 'blank4_cA4', 'king_spades_cB1', 'jack_spades_cC1', 'blank3_cD1', 'queen_hearts_cD5', 'king_hearts_cD6', 'jack_hearts_cD7', 'king_clubs_cE5', 'jack_clubs_cF5', 'blank2_cG5']",0,0,0,"[1.5511999999992554, 3.20150000000001, 5.201899999999455, 7.483599999999626, 12.967000000000013, 15.042099999999635, 16.961299999999824, 21.770599999999632, 31.31079999999983, 34.03650000000002, 37.895399999999455, 40.18769999999927, 42.617099999999624, 48.208199999999266, 51.229899999999446, 69.63529999999983]","[0.0017999999998323801, 2.4416999999992584, 4.214199999999266, 6.382499999999993, 9.451399999999438, 14.20979999999983, 16.1695, 19.32850000000002, 30.169899999999444, 32.88729999999981, 35.78789999999944, 39.282099999999645, 41.44029999999981, 44.35179999999983, 49.442499999999995, 58.12979999999982]",queen_spades_cA1,1.5512,0.0018,king_diamonds_cA2,3.2015,2.4417,jack_diamonds_cA3,5.2019,4.2142,jack_diamonds_cA3,7.4836,6.3825,king_spades_cB1,12.967,9.4514,jack_spades_cC1,15.0421,14.2098,jack_spades_cC1,16.9613,16.1695,queen_hearts_cD5,21.7706,19.3285,king_hearts_cD6,31.3108,30.1699,jack_hearts_cD7,34.0365,32.8873,king_clubs_cE5,37.8954,35.7879,jack_clubs_cF5,40.1877,39.2821,jack_clubs_cF5,42.6171,41.4403,jack_clubs_cF5,48.2082,44.3518,queen_clubs_cOff Grid,51.2299,49.4425, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
206,,1,KQJB,0,3,submit,"['queen_clubs_cA1', 'king_diamonds_cA2', 'jack_diamonds_cA3', 'jack_diamonds_cA3', 'queen_spades_cB5', 'king_hearts_cB6', 'jack_clubs_cOff Grid', 'jack_clubs_cOff Grid', 'queen_diamonds_cOff Grid', 'king_clubs_cD7', 'jack_hearts_cC7', 'king_spades_cF5', 'jack_spades_cG5', 'jack_spades_cG5']","[""queen_clubs_c"",""king_diamonds_c"",""jack_diamonds_c"",""blank4_c"",null,null,null,null,null,null,null,null,""queen_spades_c"",""king_hearts_c"",""jack_clubs_c"",""blank3_c"",null,null,null,null,null,null,null,""jack_hearts_c"",null,null,null,null,null,null,null,""king_clubs_c"",null,null,null,null,null,null,null,""queen_diamonds_c"",null,null,null,null,""king_spades_c"",null,null,null,null,null,null,null,""jack_spades_c"",null,null,null,null,null,null,null,""blank2_c"",null,null,null]","['queen_clubs_cA1', 'king_diamonds_cA2', 'jack_diamonds_cA3', 'blank4_cA4', 'queen_spades_cB5', 'king_hearts_cB6', 'jack_clubs_cB7', 'blank3_cB8', 'jack_hearts_cC8', 'king_clubs_cD8', 'queen_diamonds_cE8', 'king_spades_cF5', 'jack_spades_cG5', 'blank2_cH5']",0,0,0,"[0.8152000000001749, 2.6993999999994003, 4.74370000000016, 7.39870000000019, 9.737700000000189, 12.178499999999985, 14.678099999999631, 17.44489999999945, 21.923099999999636, 24.43120000000016, 27.637399999999445, 31.286899999999434, 33.26459999999963, 35.62299999999999, 48.53789999999941]","[0.0028999999994425707, 1.799399999999423, 3.666499999999985, 6.4669999999999845, 8.622399999999402, 11.185599999999624, 13.575799999999788, 16.060099999999636, 18.745499999999993, 23.75389999999942, 26.73570000000018, 29.264200000000187, 32.468999999999994, 34.448200000000156, 38.45259999999962]",queen_clubs_cA1,0.8152,0.0029,king_diamonds_cA2,2.6994,1.7994,jack_diamonds_cA3,4.7437,3.6665,jack_diamonds_cA3,7.3987,6.467,queen_spades_cB5,9.7377,8.6224,king_hearts_cB6,12.1785,11.1856,jack_clubs_cOff Grid,14.6781,13.5758,jack_clubs_cOff Grid,17.4449,16.0601,queen_diamonds_cOff Grid,21.9231,18.7455,king_clubs_cD7,24.4312,23.7539,jack_hearts_cC7,27.6374,26.7357,king_spades_cF5,31.2869,29.2642,jack_spades_cG5,33.2646,32.469,jack_spades_cG5,35.623,34.4482, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
206,5,1,KQJB,0,4,submit,"['queen_clubs_cA1', 'king_diamonds_cA2', 'jack_hearts_cA3', 'jack_hearts_cA3', 'queen_spades_cG5', 'king_hearts_cOff Grid', 'jack_clubs_cOff Grid']","[""queen_clubs_c"",""king_diamonds_c"",""jack_hearts_c"",""blank4_c"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,""queen_spades_c"",""king_hearts_c"",""jack_clubs_c"",null]","['queen_clubs_cA1', 'king_diamonds_cA2', 'jack_hearts_cA3', 'blank4_cA4', 'queen_spades_cH5', 'king_hearts_cH6', 'jack_clubs_cH7']",1,0,0,"[1.21120000000019, 2.9866000000005783, 4.9112000000001785, 6.579600000000539, 9.67149999999998, 12.45610000000056, 15.374299999999835, 18.192499999999995]","[0.0017999999998323801, 2.2172999999997955, 3.961500000000001, 5.869299999999839, 8.410200000000202, 11.13900000000001, 13.756700000000194, 16.93950000000001]",queen_clubs_cA1,1.2112,0.0018,king_diamonds_cA2,2.9866,2.2173,jack_hearts_cA3,4.9112,3.9615,jack_hearts_cA3,6.5796,5.8693,queen_spades_cG5,9.6715,8.4102,king_hearts_cOff Grid,12.4561,11.139,jack_clubs_cOff Grid,15.3743,13.7567, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
